"mid","status","title","url"
"M111686700","ok","File:Alfred Ahlqvist SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111686700"
"M111686790","ok","File:Alfred Ahlqvist SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111686790"
"M111728276","ok","File:Alfred Jonsson SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111728276"
"M111728490","ok","File:Alfred Jonsson SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111728490"
"M111728560","ok","File:Alfred Jonsson SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111728560"
"M111969010","ok","File:Alfhild Palmgren SPA10.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111969010"
"M111969071","ok","File:Alfhild Palmgren SPA11.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111969071"
"M110328552","ok","File:Alfred Wigelius.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110328552"
"M110328571","ok","File:Alfred Wigelius (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110328571"
"M110336105","ok","File:Allan Ryding.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110336105"
"M110336128","ok","File:Allan Ryding 2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110336128"
"M110425292","ok","File:Alfred Wigelius ciLMGSqrYjAAAAAAAABjrw.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110425292"
"M110425413","ok","File:Alfred Wigelius ciLMGSqrYjAAAAAAAABC7w.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110425413"
"M110470852","ok","File:Alice Tegnér SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110470852"
"M110534560","ok","File:Alma Cleve-Öhbom SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110534560"
"M110534587","ok","File:Alma Cleve SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110534587"
"M110534636","ok","File:Alma Cleve-Öhbom SPA (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110534636"
"M110548604","ok","File:Algot Martinelle SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110548604"
"M110726862","ok","File:Alma Noren SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110726862"
"M110885708","ok","File:Alrik Hult SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110885708"
"M110885728","ok","File:Alrik Hult SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110885728"
"M110888985","ok","File:Alma Braathen SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110888985"
"M110888996","ok","File:Alma Braathen SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110888996"
"M110889037","ok","File:Alma Sundquist SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110889037"
"M110889048","ok","File:Alma Sundquist SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110889048"
