wd,,score,max,spaid,FirstName,LastName,BirthYear
http://www.wikidata.org/entity/Q4071288,1997,31.28121,31.28121,WQknIBFpuuAAAAAAAANfaA,Johan,Askelöf,1787
http://www.wikidata.org/entity/Q5711545,4415,31.263197,31.263197,WQknIBFpuuAAAAAAAANiPQ,Per,Eneroth,1825
http://www.wikidata.org/entity/Q6054534,5749,31.244537,31.244537,sj9PGLAlnmUAAAAAABK05A,Carl,Posse,1660
http://www.wikidata.org/entity/Q5707274,2658,31.223345,31.223345,WQknIBFpuuAAAAAAAAN35A,Carl,Ekmarck,1784
http://www.wikidata.org/entity/Q5570805,2290,31.169565,31.169565,seuNpYu6DKAAAAAAAABg_g,Josef,Bensow,1870
http://www.wikidata.org/entity/Q3483735,1949,31.159939,31.159939,rkIpfGqHXrAAAAAAAACHSg,Sigurd,Lund,1823
http://www.wikidata.org/entity/Q5602577,2448,31.125206,31.125206,sj9PGLAlnmUAAAAAAA7QyQ,Gabriel,Carlén,1814
http://www.wikidata.org/entity/Q5628614,2593,30.86647,30.86647,seuNpYu6DKAAAAAAAABiTg,Christopher,Eichhorn,1837
http://www.wikidata.org/entity/Q5946547,5464,30.797579,30.797579,rkIpfGqHXrAAAAAAAAB1sg,Carl,Lénström,1811
http://www.wikidata.org/entity/Q5582776,2375,30.790684,30.790684,sj9PGLAlnmUAAAAAABZrfw,von Holstein Georg,Staël,1685
http://www.wikidata.org/entity/Q6211579,6665,30.734028,30.734028,NhqpvvI9tpAAAAAAAAAa1w,Carl,Tiselius,1868
http://www.wikidata.org/entity/Q5581542,2370,30.726847,30.726847,sj9PGLAlnmUAAAAAABGbWQ,Carl,Bonde,1850
http://www.wikidata.org/entity/Q42046031,5119,30.674332,30.674332,sj9PGLAlnmUAAAAAAA3-ag,Carl,Atterling,1835
http://www.wikidata.org/entity/Q6220195,6721,30.276546,30.276546,9fCwuOWMwGAAAAAAAAAIOw,Gustaf,Upmark,1875
http://www.wikidata.org/entity/Q3365811,1899,30.269047,30.269047,mLh5P0pzYFAAAAAAAAA1lg,Bengt,Sparre-af-Rossvik,1854
http://www.wikidata.org/entity/Q1039042,122,30.222546,30.222546,5TJc-sPXaKAAAAAAAAAnxw,C J,Tornberg,1807
http://www.wikidata.org/entity/Q5571945,2305,30.09349,30.09349,WQknIBFpuuAAAAAAAAN86Q,Nicolaus,Braun,1658
