,all,WikidataID,spaid,Littauthorid,score,FirstNameWD,LastNameWD,BirthDayWD,FirstNameSPA,LastNameSPA,BirthDaySPA,searchStr,BirthYearSPA,BirthYearWD,wd,Littbank,WD,WD_template,SPA,WikicommonsUrl,name_Ascii,name_str,CommonsCat,UploadUrl
1566,Göran Ingelman 1788,,sj9PGLAlnmUAAAAAABNqVw,IngelmanGG,30.478199,Göran,,,Göran,Stackelberg,,,1788,1788,Q5823189,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/IngelmanGG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5823189'>Q5823189</a>,{{Q|Q5823189}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABNqVw'>link SPA</a>,,,,,
1588,Augusta Bergh 1869,,TNQaWo324IAAAAAAAAC9Mg,BerghA,30.470974,Augusta,Bergh,,August,Bergh,,,1869,1869,Q98545788,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BerghA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q98545788'>Q98545788</a>,{{Q|Q98545788}},<a target=_blank href='https://portrattarkiv.se/details/TNQaWo324IAAAAAAAAC9Mg'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Augusta_Bergh_1869'>link Commons</a>,Augusta%20Bergh%201869,Augusta Bergh 1869,[[Category:Augusta%20Bergh%201869]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Augusta%20Bergh%201869%20{{Q|Q98545788}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Augusta%20Bergh%201869%20{{Q|Q98545788}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/TNQaWo324IAAAAAAAAC9Mg%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Augusta%20Bergh%201869]]&wpLicense=cc-by-sa-4.0&wpDestFile=Augusta Bergh 1869_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=TNQaWo324IAAAAAAAAC9Mg'>link Upload</a>
978,Jan Petter Rydelius 1859,,9Y5iReTPHdAAAAAAAAAuvA,RydeliusJP,30.469349,,,,Petter,Rydelius,,,1859,1859,Q108592097,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RydeliusJP'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108592097'>Q108592097</a>,{{Q|Q108592097}},<a target=_blank href='https://portrattarkiv.se/details/9Y5iReTPHdAAAAAAAAAuvA'>link SPA</a>,,,,,
1802,Rudolf Cederström 1816,,sj9PGLAlnmUAAAAAABLxsA,CederströmR,30.394346,,,,Claes,Cederström,,,1816,1816,Q111689071,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/CederströmR'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q111689071'>Q111689071</a>,{{Q|Q111689071}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLxsA'>link SPA</a>,,,,,
1765,Richard Lundeblom 1872,,sj9PGLAlnmUAAAAAABKNnQ,LundeblomR,30.382349,Richard,,,Richard,Persson,,,1872,1872,Q110763478,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LundeblomR'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q110763478'>Q110763478</a>,{{Q|Q110763478}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABKNnQ'>link SPA</a>,,,,,
451,Ludvig Alexander Rosencrantz Balchen 1830,,sj9PGLAlnmUAAAAAABUjNA,BalchenLAR,30.355555,Ludvig,,,Ludvig,Schander,,,1830,1830,Q52635024,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BalchenLAR'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q52635024'>Q52635024</a>,{{Q|Q52635024}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABUjNA'>link SPA</a>,,,,,
452,Ludvig Alexander Rosencrantz Balchen 1830,,YB0QHyfj0hAAAAAAAADfEg,BalchenLAR,30.331161,Ludvig,,,Ludvig,Sjögren,,,1830,1830,Q52635024,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BalchenLAR'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q52635024'>Q52635024</a>,{{Q|Q52635024}},<a target=_blank href='https://portrattarkiv.se/details/YB0QHyfj0hAAAAAAAADfEg'>link SPA</a>,,,,,
1748,Magnus Ehrenhold Andersson 1849,,sj9PGLAlnmUAAAAAABLkJA,AnderssonME,30.32125,Magnus,,,Magnus,Brahe,,,1849,1849,Q110761324,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AnderssonME'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q110761324'>Q110761324</a>,{{Q|Q110761324}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLkJA'>link SPA</a>,,,,,
1641,Hjalmar Gustaf Ferdinand Höglund 1865,,Dysd0OxEWfAAAAAAAABLRA,HöglundHj,30.266346,Hjalmar,,,Hjalmar,Pripp,,,1865,1865,Q108641487,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/HöglundHj'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108641487'>Q108641487</a>,{{Q|Q108641487}},<a target=_blank href='https://portrattarkiv.se/details/Dysd0OxEWfAAAAAAAABLRA'>link SPA</a>,,,,,
675,Carl Fredrik von Burghausen 1811,,sj9PGLAlnmUAAAAAAB4iOA,BurghausenCF,30.265015,Carl Fredrik,von Burghausen,,Carl,von Nolcken,,,1811,1811,Q16167530,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BurghausenCF'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q16167530'>Q16167530</a>,{{Q|Q16167530}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB4iOA'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Carl Fredrik_von Burghausen_1811'>link Commons</a>,Carl Fredrik%20von Burghausen%201811,Carl Fredrik von Burghausen 1811,[[Category:Carl Fredrik%20von Burghausen%201811]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Carl Fredrik%20von Burghausen%201811%20{{Q|Q16167530}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Carl Fredrik%20von Burghausen%201811%20{{Q|Q16167530}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB4iOA%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Carl Fredrik%20von Burghausen%201811]]&wpLicense=cc-by-sa-4.0&wpDestFile=Carl Fredrik von Burghausen 1811_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAAB4iOA'>link Upload</a>
1559,Hilding Andersson 1853,,sj9PGLAlnmUAAAAAAA5kow,AnderssonHilding,30.21049,Anders,Andersson,,Anders,Andersson,,,1853,1853,Q5593818,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AnderssonHilding'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5593818'>Q5593818</a>,{{Q|Q5593818}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA5kow'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Anders_Andersson_1853'>link Commons</a>,Anders%20Andersson%201853,Anders Andersson 1853,[[Category:Anders%20Andersson%201853]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Anders%20Andersson%201853%20{{Q|Q5593818}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Anders%20Andersson%201853%20{{Q|Q5593818}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA5kow%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Anders%20Andersson%201853]]&wpLicense=cc-by-sa-4.0&wpDestFile=Anders Andersson 1853_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAAA5kow'>link Upload</a>
1642,Hjalmar Gustaf Ferdinand Höglund 1865,,sj9PGLAlnmUAAAAAABkJqg,HöglundHj,30.19434,Hjalmar,,,Hjalmar,Isander,,,1865,1865,Q108641487,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/HöglundHj'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108641487'>Q108641487</a>,{{Q|Q108641487}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABkJqg'>link SPA</a>,,,,,
214,Maria Durling 1867,,sj9PGLAlnmUAAAAAACZZ5A,DurlingM,30.172985,Maria,Durling,,Maria,Åderman-Ährling,,,1867.0,1867,Q4945459,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/DurlingM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q4945459'>Q4945459</a>,{{Q|Q4945459}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACZZ5A'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Maria_Durling_1867'>link Commons</a>,Maria%20Durling%201867,Maria Durling 1867,[[Category:Maria%20Durling%201867]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Maria%20Durling%201867%20{{Q|Q4945459}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Maria%20Durling%201867%20{{Q|Q4945459}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACZZ5A%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Maria%20Durling%201867]]&wpLicense=cc-by-sa-4.0&wpDestFile=Maria Durling 1867_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAACZZ5A'>link Upload</a>
1749,Magnus Ehrenhold Andersson 1849,,sj9PGLAlnmUAAAAAAA33UQ,AnderssonME,30.168196,Magnus,,,Magnus,Brahe,,,1849,1849,Q110761324,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AnderssonME'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q110761324'>Q110761324</a>,{{Q|Q110761324}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA33UQ'>link SPA</a>,,,,,
2131,Fredrik Wilhelm Wennberg 1799,,sj9PGLAlnmUAAAAAAA7dlg,WennbergFW,30.159435,Fredrik,,,Hans,Cedergren,,,1799,1799,Q108837795,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WennbergFW'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108837795'>Q108837795</a>,{{Q|Q108837795}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA7dlg'>link SPA</a>,,,,,
2126,Fredrik Wilhelm Wennberg 1799,,sj9PGLAlnmUAAAAAAA7dlg,WennbergFW,30.159435,Fredrik,,,Hans,Cedergren,,,1799,1799,Q108837795,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WennbergFW'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108837795'>Q108837795</a>,{{Q|Q108837795}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA7dlg'>link SPA</a>,,,,,
122,Johan Henrik von Kochen 1681,,9fCwuOWMwGAAAAAAAAAHsQ,KochenJH,30.159122,Johan,,,Johan,von Utfall,,,1681.0,1681,Q5916344,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KochenJH'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5916344'>Q5916344</a>,{{Q|Q5916344}},<a target=_blank href='https://portrattarkiv.se/details/9fCwuOWMwGAAAAAAAAAHsQ'>link SPA</a>,,,,,
2622,Folke Wirén 1902,,ciLMGSqrYjAAAAAAAABudA,WirénF,30.153568,,,,Folke,Wirén,,,1902,1902,Q115951384,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WirénF'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q115951384'>Q115951384</a>,{{Q|Q115951384}},<a target=_blank href='https://portrattarkiv.se/details/ciLMGSqrYjAAAAAAAABudA'>link SPA</a>,,,,,
1750,Magnus Ehrenhold Andersson 1849,,mLh5P0pzYFAAAAAAAAA2NQ,AnderssonME,30.145454,Magnus,,,Magnus,Stendahl,,,1849,1849,Q110761324,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AnderssonME'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q110761324'>Q110761324</a>,{{Q|Q110761324}},<a target=_blank href='https://portrattarkiv.se/details/mLh5P0pzYFAAAAAAAAA2NQ'>link SPA</a>,,,,,
510,Maria Nyström 1854,,4e1scVvZ-EAAAAAAAAASCA,NyströmM,30.12898,Maria,Nyström,,Johanna,Ström,,,1854,1854,Q11880887,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/NyströmM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q11880887'>Q11880887</a>,{{Q|Q11880887}},<a target=_blank href='https://portrattarkiv.se/details/4e1scVvZ-EAAAAAAAAASCA'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Maria_Nyström_1854'>link Commons</a>,Maria%20Nyström%201854,Maria Nyström 1854,[[Category:Maria%20Nyström%201854]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Maria%20Nyström%201854%20{{Q|Q11880887}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Maria%20Nyström%201854%20{{Q|Q11880887}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/4e1scVvZ-EAAAAAAAAASCA%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Maria%20Nyström%201854]]&wpLicense=cc-by-sa-4.0&wpDestFile=Maria Nyström 1854_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=4e1scVvZ-EAAAAAAAAASCA'>link Upload</a>
2136,Herman Salomon Krook 1827,,4e1scVvZ-EAAAAAAAAAImQ,KrookHS,30.121326,Herman,,,Herman,Hohenhausen,,,1827,1827,Q108838262,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KrookHS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108838262'>Q108838262</a>,{{Q|Q108838262}},<a target=_blank href='https://portrattarkiv.se/details/4e1scVvZ-EAAAAAAAAAImQ'>link SPA</a>,,,,,
591,Fredrik Reinhold Arosenius 1816,,IQojCnw0WmAAAAAAAABLUA,AroseniusFR,30.11213,Fredrik,,,Fredrik,Funck,,,1816,1816,Q83189232,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AroseniusFR'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q83189232'>Q83189232</a>,{{Q|Q83189232}},<a target=_blank href='https://portrattarkiv.se/details/IQojCnw0WmAAAAAAAABLUA'>link SPA</a>,,,,,
37,Mauritz Cramær 1818,,4e1scVvZ-EAAAAAAAAAH1w,CramærM,30.10085,Mauritz,,,Otto,Knorring,,,1818.0,1818,Q5612990,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/CramærM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5612990'>Q5612990</a>,{{Q|Q5612990}},<a target=_blank href='https://portrattarkiv.se/details/4e1scVvZ-EAAAAAAAAAH1w'>link SPA</a>,,,,,
2747,Salomon Salomonsson 1867,,YB0QHyfj0hAAAAAAAADibQ,SalomonssonS,30.079666,,,,Salomonsson,Salomon,,,1867,1867,Q115958630,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/SalomonssonS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q115958630'>Q115958630</a>,{{Q|Q115958630}},<a target=_blank href='https://portrattarkiv.se/details/YB0QHyfj0hAAAAAAAADibQ'>link SPA</a>,,,,,
2084,Hans Andersson 1817,,sj9PGLAlnmUAAAAAABUCsA,AnderssonHa,30.049595,Hans,,,Hans,Engelke,,,1817,1817,Q108826166,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AnderssonHa'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108826166'>Q108826166</a>,{{Q|Q108826166}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABUCsA'>link SPA</a>,,,,,
1643,Hjalmar Gustaf Ferdinand Höglund 1865,,Dysd0OxEWfAAAAAAAABLRg,HöglundHj,30.034473,Hjalmar,,,Hjalmar,Pripp,,,1865,1865,Q108641487,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/HöglundHj'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108641487'>Q108641487</a>,{{Q|Q108641487}},<a target=_blank href='https://portrattarkiv.se/details/Dysd0OxEWfAAAAAAAABLRg'>link SPA</a>,,,,,
493,Frans Johan Valbäck 1852,,j6S8rJvx9lAAAAAAAAAM7Q,ValbäckFJ,30.025784,Frans,,,Frans,Hall,,,1852,1852,Q11859946,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ValbäckFJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q11859946'>Q11859946</a>,{{Q|Q11859946}},<a target=_blank href='https://portrattarkiv.se/details/j6S8rJvx9lAAAAAAAAAM7Q'>link SPA</a>,,,,,
1234,Olof Melin 1763,,sj9PGLAlnmUAAAAAABL0Fw,MelinO,30.005579,Olof,,,Olof,Malmerfelt,,,1763,1763,Q100557213,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/MelinO'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100557213'>Q100557213</a>,{{Q|Q100557213}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABL0Fw'>link SPA</a>,,,,,
715,Elin Pålman 1882,,TR3yO_GV8eAAAAAAAABjWA,PålmanE,30.00177,Elin,,,Elin,Ekdal,,,1882,1882,Q101422039,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/PålmanE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q101422039'>Q101422039</a>,{{Q|Q101422039}},<a target=_blank href='https://portrattarkiv.se/details/TR3yO_GV8eAAAAAAAABjWA'>link SPA</a>,,,,,
107,Johan Gustaf Hjerta 1791,,rkIpfGqHXrAAAAAAAADc3A,HjertaG,29.998442,Johan,,,J G,Liljegren,,,1791.0,1791,Q5805061,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/HjertaG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5805061'>Q5805061</a>,{{Q|Q5805061}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAADc3A'>link SPA</a>,,,,,
2097,Peter Rosenqvist 1818,,sj9PGLAlnmUAAAAAACa-VA,RosenqvistP,29.998241,Peter,,,Nikolaus Peter,Ekström,,,1818,1818,Q108828184,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RosenqvistP'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108828184'>Q108828184</a>,{{Q|Q108828184}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACa-VA'>link SPA</a>,,,,,
973,Elsa Smith 1882,,seuNpYu6DKAAAAAAAABekg,SmithE,29.971085,Elsa,,,Elsa,Carlsson,,,1882,1882,Q108588606,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/SmithE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108588606'>Q108588606</a>,{{Q|Q108588606}},<a target=_blank href='https://portrattarkiv.se/details/seuNpYu6DKAAAAAAAABekg'>link SPA</a>,,,,,
2137,Herman Salomon Krook 1827,,sj9PGLAlnmUAAAAAABUFjA,KrookHS,29.936401,Herman,,,Herman,von Hohenhausen,,,1827,1827,Q108838262,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KrookHS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108838262'>Q108838262</a>,{{Q|Q108838262}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABUFjA'>link SPA</a>,,,,,
