,all,WikidataID,spaid,Littauthorid,score,FirstNameWD,LastNameWD,BirthDayWD,FirstNameSPA,LastNameSPA,BirthDaySPA,searchStr,BirthYearSPA,BirthYearWD,wd,Littbank,WD,WD_template,SPA,WikicommonsUrl,name_Ascii,name_str,CommonsCat,UploadUrl
1901,Oscar Malmström 1866,,sj9PGLAlnmUAAAAAABj_Uw,MalmströmO,26.81338,,,,Oscar,Malmström,,,1866,1866,Q113601849,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/MalmströmO'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q113601849'>Q113601849</a>,{{Q|Q113601849}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABj_Uw'>link SPA</a>,,,,,
233,Carl Gustaf Kröningssvärd 1786,,YB0QHyfj0hAAAAAAAADRqQ,KröningssvärdCG,26.810606,Carl Gustaf,,,Carl,Skogman,,,1786.0,1786,Q5040252,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KröningssvärdCG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5040252'>Q5040252</a>,{{Q|Q5040252}},<a target=_blank href='https://portrattarkiv.se/details/YB0QHyfj0hAAAAAAAADRqQ'>link SPA</a>,,,,,
321,Carl Wilhelm Törnegren 1817,,YB0QHyfj0hAAAAAAAAHjGw,TörnegrenCW,26.799768,Wilhelm,,,August Wilhelm,Starnberg,,,1817.0,1817,Q6218100,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/TörnegrenCW'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6218100'>Q6218100</a>,{{Q|Q6218100}},<a target=_blank href='https://portrattarkiv.se/details/YB0QHyfj0hAAAAAAAAHjGw'>link SPA</a>,,,,,
218,Kerstin Frykstrand 1901,,sj9PGLAlnmUAAAAAABasKQ,FrykstrandK,26.79468,Kerstin,,,Kerstin,Norberg,,,1901.0,1901,Q4949094,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FrykstrandK'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q4949094'>Q4949094</a>,{{Q|Q4949094}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABasKQ'>link SPA</a>,,,,,
272,Per Ivar Ödberg 1807,,28K7pO-SRrAAAAAAAACZJw,ÖdbergPI,26.775005,Per,,,Per,Ahlgren,,,1807.0,1807,Q55870079,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ÖdbergPI'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q55870079'>Q55870079</a>,{{Q|Q55870079}},<a target=_blank href='https://portrattarkiv.se/details/28K7pO-SRrAAAAAAAACZJw'>link SPA</a>,,,,,
2155,Johan Georg Lithander 1799,,WQknIBFpuuAAAAAAAANf2g,LithanderJG,26.765911,Johan,,,Johan,Lindblad,,,1799,1799,Q108840947,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LithanderJG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108840947'>Q108840947</a>,{{Q|Q108840947}},<a target=_blank href='https://portrattarkiv.se/details/WQknIBFpuuAAAAAAAANf2g'>link SPA</a>,,,,,
2091,Lars Erik Rusén 1817,,sj9PGLAlnmUAAAAAABLwvw,RusénLE,26.748465,Lars,,,Lars,Livijn,,,1817,1817,Q108826351,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RusénLE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108826351'>Q108826351</a>,{{Q|Q108826351}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLwvw'>link SPA</a>,,,,,
566,Carl Roland Martin 1787,,sj9PGLAlnmUAAAAAABGJIA,MartinCR,26.735151,Carl,,,Carl,Gyllengranat,,,1787,1787,Q66737135,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/MartinCR'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q66737135'>Q66737135</a>,{{Q|Q66737135}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABGJIA'>link SPA</a>,,,,,
939,Hjalmar Wernberg 1867,,0piq-fX0h5AAAAAAAABXaQ,WernbergHj,26.732382,Hjalmar,,,Hjalmar,Krook,,,1867,1867,Q108441194,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WernbergHj'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108441194'>Q108441194</a>,{{Q|Q108441194}},<a target=_blank href='https://portrattarkiv.se/details/0piq-fX0h5AAAAAAAABXaQ'>link SPA</a>,,,,,
886,Carl Gustaf Theodor Feuk 1814,,sj9PGLAlnmUAAAAAABMX2g,FeukCGT,26.711733,Carl,,,Carl,von Willebrand,,,1814,1814,Q108394134,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FeukCGT'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108394134'>Q108394134</a>,{{Q|Q108394134}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABMX2g'>link SPA</a>,,,,,
2157,Johan Georg Lithander 1799,,sj9PGLAlnmUAAAAAABMHCw,LithanderJG,26.705969,Johan,,,Johan,Rudman,,,1799,1799,Q108840947,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LithanderJG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108840947'>Q108840947</a>,{{Q|Q108840947}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABMHCw'>link SPA</a>,,,,,
2156,Johan Georg Lithander 1799,,IQojCnw0WmAAAAAAAAAg1w,LithanderJG,26.705969,Johan,,,Johan,Forshæll,,,1799,1799,Q108840947,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LithanderJG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108840947'>Q108840947</a>,{{Q|Q108840947}},<a target=_blank href='https://portrattarkiv.se/details/IQojCnw0WmAAAAAAAAAg1w'>link SPA</a>,,,,,
2092,Lars Erik Rusén 1817,,rkIpfGqHXrAAAAAAAADe5A,RusénLE,26.705654,Lars,,,Lars,Löwenadler,,,1817,1817,Q108826351,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RusénLE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108826351'>Q108826351</a>,{{Q|Q108826351}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAADe5A'>link SPA</a>,,,,,
339,Johan Stiernschantz 1670,,5TJc-sPXaKAAAAAAAABalw,StiernschantzJ,26.704445,Johan,,,Johan,von Göthe,,,1670.0,1670,Q6330202,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/StiernschantzJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6330202'>Q6330202</a>,{{Q|Q6330202}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAABalw'>link SPA</a>,,,,,
511,Sten Malmström 1917,,sj9PGLAlnmUAAAAAAA8FOQ,MalmströmS,26.700914,Sten,,,Sten,Drape,,,1917,1917,Q56164101,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/MalmströmS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q56164101'>Q56164101</a>,{{Q|Q56164101}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA8FOQ'>link SPA</a>,,,,,
940,Hjalmar Wernberg 1867,,4e1scVvZ-EAAAAAAAAAiAA,WernbergHj,26.697798,Hjalmar,,,Hjalmar,Widell,,,1867,1867,Q108441194,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WernbergHj'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108441194'>Q108441194</a>,{{Q|Q108441194}},<a target=_blank href='https://portrattarkiv.se/details/4e1scVvZ-EAAAAAAAAAiAA'>link SPA</a>,,,,,
2274,Carl Georg de Frese 1798,,sj9PGLAlnmUAAAAAABLKRg,FreseCG,26.696564,Carl,,,Carl,Bergenstråhle,,,1798,1798,Q108906286,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FreseCG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108906286'>Q108906286</a>,{{Q|Q108906286}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLKRg'>link SPA</a>,,,,,
999,Carl Stridsberg 1755,,s04jCnobu5AAAAAAAAAFrw,StridsbergC,26.689342,Carl,,,Carl,Pechlin,,,1755,1755,Q19976100,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/StridsbergC'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q19976100'>Q19976100</a>,{{Q|Q19976100}},<a target=_blank href='https://portrattarkiv.se/details/s04jCnobu5AAAAAAAAAFrw'>link SPA</a>,,,,,
574,Anders Magnus Lindgren 1826,,YB0QHyfj0hAAAAAAAAAiBA,LindgrenAnders,26.679945,Anders,,,Anders,Samuelsson,,,1826,1826,Q68255904,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LindgrenAnders'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q68255904'>Q68255904</a>,{{Q|Q68255904}},<a target=_blank href='https://portrattarkiv.se/details/YB0QHyfj0hAAAAAAAAAiBA'>link SPA</a>,,,,,
2093,Lars Erik Rusén 1817,,TR3yO_GV8eAAAAAAAABE-A,RusénLE,26.67878,Lars,,,Lars,Elfforss,,,1817,1817,Q108826351,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RusénLE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108826351'>Q108826351</a>,{{Q|Q108826351}},<a target=_blank href='https://portrattarkiv.se/details/TR3yO_GV8eAAAAAAAABE-A'>link SPA</a>,,,,,
145,Erik Ulrik Nordforss 1771,,sj9PGLAlnmUAAAAAAA2x-g,NordforssEU,26.67871,Erik,,,Erik,Brusewitz,,,1771.0,1771,Q6014975,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/NordforssEU'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6014975'>Q6014975</a>,{{Q|Q6014975}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA2x-g'>link SPA</a>,,,,,
2209,Olof August Westin 1828,,sj9PGLAlnmUAAAAAABOlYQ,WestinO,26.646687,Olof,,,Olof,Lidin,,,1828,1828,Q108867624,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WestinO'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108867624'>Q108867624</a>,{{Q|Q108867624}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABOlYQ'>link SPA</a>,,,,,
336,Carl Gustaf Sjöstén 1767,,sj9PGLAlnmUAAAAAAB2--A,SjösténCG,26.646374,Carl Gustaf,,,Carl,Deleen,,,1767.0,1767,Q6327915,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/SjösténCG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6327915'>Q6327915</a>,{{Q|Q6327915}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2--A'>link SPA</a>,,,,,
941,Hjalmar Wernberg 1867,,rkIpfGqHXrAAAAAAAABrPA,WernbergHj,26.64103,Hjalmar,,,Hjalmar,Lindén,,,1867,1867,Q108441194,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WernbergHj'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108441194'>Q108441194</a>,{{Q|Q108441194}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAABrPA'>link SPA</a>,,,,,
2254,Nils Jacob Wallén 1801,,j6S8rJvx9lAAAAAAAACyOg,WallénNJ,26.632038,Nils,,,Nils,Höglund,,,1801,1801,Q108898877,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WallénNJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108898877'>Q108898877</a>,{{Q|Q108898877}},<a target=_blank href='https://portrattarkiv.se/details/j6S8rJvx9lAAAAAAAACyOg'>link SPA</a>,,,,,
2255,Nils Jacob Wallén 1801,,WQknIBFpuuAAAAAAAANhZA,WallénNJ,26.615261,Nils,,,Nils,von Koch,,,1801,1801,Q108898877,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WallénNJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108898877'>Q108898877</a>,{{Q|Q108898877}},<a target=_blank href='https://portrattarkiv.se/details/WQknIBFpuuAAAAAAAANhZA'>link SPA</a>,,,,,
505,Gustaf Anton Brakel 1782,,IQojCnw0WmAAAAAAAABPnQ,BrakelGA,26.614,Gustaf,,,Gustaf,Fleetwood,,,1782,1782,Q11860776,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BrakelGA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q11860776'>Q11860776</a>,{{Q|Q11860776}},<a target=_blank href='https://portrattarkiv.se/details/IQojCnw0WmAAAAAAAABPnQ'>link SPA</a>,,,,,
887,Carl Gustaf Theodor Feuk 1814,,seuNpYu6DKAAAAAAAABAmA,FeukCGT,26.611511,Carl,,,Carl,Bjuggren,,,1814,1814,Q108394134,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FeukCGT'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108394134'>Q108394134</a>,{{Q|Q108394134}},<a target=_blank href='https://portrattarkiv.se/details/seuNpYu6DKAAAAAAAABAmA'>link SPA</a>,,,,,
2256,Nils Jacob Wallén 1801,,sj9PGLAlnmUAAAAAABOldg,WallénNJ,26.60674,Nils,,,Nils,Nordien,,,1801,1801,Q108898877,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WallénNJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108898877'>Q108898877</a>,{{Q|Q108898877}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABOldg'>link SPA</a>,,,,,
607,Anders Berg 1841,,j6S8rJvx9lAAAAAAAAB5Wg,BergAH,26.600637,Anders,,,Lennart,von Hedenberg,,,1841,1841,Q91122512,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BergAH'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q91122512'>Q91122512</a>,{{Q|Q91122512}},<a target=_blank href='https://portrattarkiv.se/details/j6S8rJvx9lAAAAAAAAB5Wg'>link SPA</a>,,,,,
1847,Albert Ljunggren 1864,,rkIpfGqHXrAAAAAAAAB9SA,LjunggrenAG,26.593554,,,,Albert,Ljunggren,,,1864,1864,Q113555344,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LjunggrenAG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q113555344'>Q113555344</a>,{{Q|Q113555344}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAAB9SA'>link SPA</a>,,,,,
193,Sven Alfons 1918,,sj9PGLAlnmUAAAAAABqK1w,AlfonsS,26.592514,Sven,,,Sven,Alfons,,,1918.0,1918,Q1814834,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AlfonsS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q1814834'>Q1814834</a>,{{Q|Q1814834}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABqK1w'>link SPA</a>,,,,,
1501,Gunnar Broman 1887,,sj9PGLAlnmUAAAAAABLkYA,BromanG,26.592213,,,,Gunnar,Broman,,,1887,1887,Q116972006,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BromanG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116972006'>Q116972006</a>,{{Q|Q116972006}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLkYA'>link SPA</a>,,,,,
337,Carl Gustaf Sjöstén 1767,,mLh5P0pzYFAAAAAAAAA2PQ,SjösténCG,26.590132,Carl Gustaf,,,Carl,Stiernswärd,,,1767.0,1767,Q6327915,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/SjösténCG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6327915'>Q6327915</a>,{{Q|Q6327915}},<a target=_blank href='https://portrattarkiv.se/details/mLh5P0pzYFAAAAAAAAA2PQ'>link SPA</a>,,,,,
1175,Carl Gustaf af Bjerkén 1767,,mLh5P0pzYFAAAAAAAAA2PQ,BjerkénCG,26.590132,Carl,,,Carl,Stiernswärd,,,1767,1767,Q100151904,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BjerkénCG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100151904'>Q100151904</a>,{{Q|Q100151904}},<a target=_blank href='https://portrattarkiv.se/details/mLh5P0pzYFAAAAAAAAA2PQ'>link SPA</a>,,,,,
2169,Lars Vilhelm Löhman 1803,,sj9PGLAlnmUAAAAAAA7XAg,LöhmanLV,26.58588,Lars,,,Lars,Carlmark,,,1803,1803,Q108844849,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LöhmanLV'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108844849'>Q108844849</a>,{{Q|Q108844849}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA7XAg'>link SPA</a>,,,,,
2148,Lars Johan Govenius 1828,,4e1scVvZ-EAAAAAAAAA48w,GoveniusLJ,26.580734,Lars,,,Lars,Larsson-Rutström,,,1828,1828,Q108839696,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/GoveniusLJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108839696'>Q108839696</a>,{{Q|Q108839696}},<a target=_blank href='https://portrattarkiv.se/details/4e1scVvZ-EAAAAAAAAA48w'>link SPA</a>,,,,,
141,Carl Fredric Nordenskiöld den yngre 1756,,sj9PGLAlnmUAAAAAABGGcA,NordenskiöldCF,26.568193,Carl,,,Carl,Cronstedt,,,1756.0,1756,Q6014711,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/NordenskiöldCF'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6014711'>Q6014711</a>,{{Q|Q6014711}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABGGcA'>link SPA</a>,,,,,
2210,Olof August Westin 1828,,sj9PGLAlnmUAAAAAABOlfg,WestinO,26.565104,Olof,,,O,Ollander,,,1828,1828,Q108867624,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WestinO'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108867624'>Q108867624</a>,{{Q|Q108867624}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABOlfg'>link SPA</a>,,,,,
535,Carl Fredrik Marquard 1766,,5TJc-sPXaKAAAAAAAAAm_A,MarquardCF,26.56129,Carl,,,"Aurivillius, Carl",Rosenstein-von,,,1766,1766,Q60842211,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/MarquardCF'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q60842211'>Q60842211</a>,{{Q|Q60842211}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAm_A'>link SPA</a>,,,,,
1662,Paul Olsson 1868,,vfWYdYT6EoAAAAAAAAAG3w,OlssonP,26.557083,Paul,,,Paul,Olson,,,1868,1868,Q108757999,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/OlssonP'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108757999'>Q108757999</a>,{{Q|Q108757999}},<a target=_blank href='https://portrattarkiv.se/details/vfWYdYT6EoAAAAAAAAAG3w'>link SPA</a>,,,,,
155,Johan Martin Reftelius 1740,,sj9PGLAlnmUAAAAAAB5WgA,RefteliusJM,26.55138,Johan,,,Johan Tobias,Sergel,,,1740.0,1740,Q6066129,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RefteliusJM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6066129'>Q6066129</a>,{{Q|Q6066129}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB5WgA'>link SPA</a>,,,,,
2187,Theodor Björck 1811,,sj9PGLAlnmUAAAAAAA2HTw,BjörckT,26.541155,Theodor,,,August,Blanche,,,1811,1811,Q108846160,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BjörckT'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108846160'>Q108846160</a>,{{Q|Q108846160}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA2HTw'>link SPA</a>,,,,,
2269,Olof Lysander 1832,,rkIpfGqHXrAAAAAAAAAngg,LysanderO,26.53696,Olof,,,Olof,Larsson,,,1832,1832,Q108899784,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LysanderO'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108899784'>Q108899784</a>,{{Q|Q108899784}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAAAngg'>link SPA</a>,,,,,
552,Johan Niclas Lindahl 1762,,sj9PGLAlnmUAAAAAABL8ug,LindahlJN,26.536547,Johan,,,Johan,Pechlin-von-Löwenbach,,,1762,1762,Q64624719,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LindahlJN'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q64624719'>Q64624719</a>,{{Q|Q64624719}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABL8ug'>link SPA</a>,,,,,
81,Johan David Flintenberg 1762,,sj9PGLAlnmUAAAAAABL8ug,FlintenbergJD,26.536547,Johan,,,Johan,Pechlin-von-Löwenbach,,,1762.0,1762,Q5733641,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FlintenbergJD'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5733641'>Q5733641</a>,{{Q|Q5733641}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABL8ug'>link SPA</a>,,,,,
2158,Johan Georg Lithander 1799,,sj9PGLAlnmUAAAAAABLdJg,LithanderJG,26.530989,Johan,,,Jonas,Engholm,,,1799,1799,Q108840947,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LithanderJG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108840947'>Q108840947</a>,{{Q|Q108840947}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLdJg'>link SPA</a>,,,,,
423,Carl Gustaf Andersson 1800,,sj9PGLAlnmUAAAAAACe36w,AnderssonCG,26.526434,Carl,,,Carl,Wolff,,,1800,1800,Q52554827,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AnderssonCG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q52554827'>Q52554827</a>,{{Q|Q52554827}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACe36w'>link SPA</a>,,,,,
1225,Mary Elisabet de Geer 1861,,mLh5P0pzYFAAAAAAAABA7w,DeGeerM,26.523357,,de Geer,,Caroline,deGeer,,,1861,1861,Q100450625,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/DeGeerM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100450625'>Q100450625</a>,{{Q|Q100450625}},<a target=_blank href='https://portrattarkiv.se/details/mLh5P0pzYFAAAAAAAABA7w'>link SPA</a>,,,,,
506,Gustaf Anton Brakel 1782,,sj9PGLAlnmUAAAAAABMRFA,BrakelGA,26.512459,Gustaf,,,Gustaf,Toll,,,1782,1782,Q11860776,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BrakelGA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q11860776'>Q11860776</a>,{{Q|Q11860776}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABMRFA'>link SPA</a>,,,,,
2275,Carl Georg de Frese 1798,,sj9PGLAlnmUAAAAAABLKRQ,FreseCG,26.50829,Carl,,,Carl,Bergenstråhle,,,1798,1798,Q108906286,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FreseCG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108906286'>Q108906286</a>,{{Q|Q108906286}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLKRQ'>link SPA</a>,,,,,
1192,Carl Johan Grevillius 1777,,WQknIBFpuuAAAAAAAAN1Iw,GrevilliusCJ,26.500082,Carl,,,Carl,af Wirsén,,,1777,1777,Q100235378,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/GrevilliusCJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100235378'>Q100235378</a>,{{Q|Q100235378}},<a target=_blank href='https://portrattarkiv.se/details/WQknIBFpuuAAAAAAAAN1Iw'>link SPA</a>,,,,,
89,Johan Gottmarck 1726,,sj9PGLAlnmUAAAAAABk3yQ,GottmarckJ,26.494848,Johan,,,Johan,Hallman,,,1726.0,1726,Q5765875,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/GottmarckJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5765875'>Q5765875</a>,{{Q|Q5765875}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABk3yQ'>link SPA</a>,,,,,
575,Anders Magnus Lindgren 1826,,0piq-fX0h5AAAAAAAABjtQ,LindgrenAnders,26.481922,Anders,,,Anders,Kruse,,,1826,1826,Q68255904,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LindgrenAnders'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q68255904'>Q68255904</a>,{{Q|Q68255904}},<a target=_blank href='https://portrattarkiv.se/details/0piq-fX0h5AAAAAAAABjtQ'>link SPA</a>,,,,,
734,Axel Viktor Heribert Ahlberg 1814,,sj9PGLAlnmUAAAAAABLJxg,AhlbergAVH,26.470818,Axel,,,Axel,Berger,,,1814,1814,Q105729349,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AhlbergAVH'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q105729349'>Q105729349</a>,{{Q|Q105729349}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLJxg'>link SPA</a>,,,,,
