,WikidataID,authorid_x,SBL,SKBL,wikidata.wikipedia,wikidata.wikidata_id,wikidata.sbl_link,wikidata.skbl_link,wikidata.sol_link,authorid_y,WD_Littbank_SBL_merge_outer
179,Q5608546,ChristiernssonH,14840.0,,https://sv.wikipedia.org/wiki/Henrik_Christiernsson,Q5608546,14840.0,,,ChristiernssonH,both
180,Q5608666,ChronanderJP,14846.0,,https://sv.wikipedia.org/wiki/Jacobus_Petri_Chronander,Q5608666,14846.0,,,ChronanderJP,both
181,Q490870,ChydeniusA,14849.0,,https://sv.wikipedia.org/wiki/Anders_Chydenius,Q490870,14849.0,,,ChydeniusA,both
182,Q5608844,ChydeniusK,14850.0,,https://sv.wikipedia.org/wiki/Jakob_Karl_Emil_Chydenius,Q5608844,14850.0,,,ChydeniusK,both
183,Q455194,ClerckCA,14881.0,,https://sv.wikipedia.org/wiki/Carl_Alexander_Clerck,Q455194,14881.0,,,ClerckCA,both
184,Q5610117,CnattingiusAJ,14901.0,,https://sv.wikipedia.org/wiki/Anders_Jacob_Danielsson_Cnattingius,Q5610117,14901.0,,,CnattingiusAJ,both
185,Q535764,CollijnI,14922.0,,https://sv.wikipedia.org/wiki/Isak_Collijn,Q535764,14922.0,,,CollijnI,both
186,Q5610869,CollinAZ,14928.0,,https://sv.wikipedia.org/wiki/August_Zacharias_Collin,Q5610869,14928.0,,,CollinAZ,both
187,Q5610936,CollingLJ,14939.0,,https://sv.wikipedia.org/wiki/Lars_Johan_Colling,Q5610936,14939.0,,,CollingLJ,both
188,Q246312,ColumbusS,14944.0,,https://sv.wikipedia.org/wiki/Samuel_Columbus,Q246312,14944.0,,,ColumbusS,both
189,Q5700157,CoyetGW,15634.0,,https://sv.wikipedia.org/wiki/Gustaf_Wilhelm_Coyet,Q5700157,15634.0,,,CoyetGW,both
190,Q2573497,CoyetWJ,15640.0,,https://sv.wikipedia.org/wiki/Wilhelm_Julius_Coyet,Q2573497,15640.0,,,CoyetWJ,both
191,Q5612990,CramærM,15647.0,,https://sv.wikipedia.org/wiki/Mauritz_Cram%C3%A6r,Q5612990,15647.0,,,CramærM,both
192,Q3269452,CreutzGP,15658.0,,https://sv.wikipedia.org/wiki/Gustaf_Philip_Creutz,Q3269452,15658.0,,,CreutzGP,both
193,Q5613494,CronholmB,15687.0,,https://sv.wikipedia.org/wiki/Bernhard_Cronholm,Q5613494,15687.0,,,CronholmB,both
194,Q5613598,CronstrandB,15707.0,,https://sv.wikipedia.org/wiki/Baltzar_Cronstrand,Q5613598,15707.0,,,CronstrandB,both
195,Q5613778,CrusenstolpeF,15725.0,,https://sv.wikipedia.org/wiki/Johan_Fredrik_Sebastian_Crusenstolpe,Q5613778,15725.0,,,CrusenstolpeF,both
196,Q204801,CrusenstolpeMJ,15727.0,,https://sv.wikipedia.org/wiki/Magnus_Jacob_Crusenstolpe,Q204801,15727.0,,,CrusenstolpeMJ,both
197,Q5614632,CösterF,15762.0,,https://sv.wikipedia.org/wiki/Fredrik_Bernhard_C%C3%B6ster,Q5614632,15762.0,,,CösterF,both
198,Q4944091,DAlbedyhllEC,17211.0,CharlottadAlbedyhll,https://sv.wikipedia.org/wiki/Eleonora_Charlotta_d%27Albedyhll,Q4944091,17211.0,CharlottadAlbedyhll,,DAlbedyhllEC,both
199,Q778729,DaciaP,7203.0,,https://sv.wikipedia.org/wiki/Petrus_de_Dacia,Q778729,7203.0,,,DaciaP,both
200,Q1555433,DahlanderGR,15783.0,,https://sv.wikipedia.org/wiki/Gustaf_Robert_Dahlander,Q1555433,15783.0,,,DahlanderGR,both
201,Q434533,DahlbergE,15793.0,,https://sv.wikipedia.org/wiki/Erik_Dahlbergh,Q434533,15793.0,,,DahlbergE,both
202,Q367965,DahlgrenCF,15803.0,,https://sv.wikipedia.org/wiki/Carl_Fredric_Dahlgren,Q367965,15803.0,,,DahlgrenCF,both
203,Q4992658,DahlgrenFA,15806.0,,https://sv.wikipedia.org/wiki/Fredrik_August_Dahlgren,Q4992658,15806.0,,Fredrik_August_Dahlgren,DahlgrenFA,both
204,Q4944000,DahlgrenL,15813.0,EvaCharlottaCarolinaLottenDahlgren,https://sv.wikipedia.org/wiki/Lotten_Dahlgren,Q4944000,15813.0,EvaCharlottaCarolinaLottenDahlgren,,DahlgrenL,both
205,Q246279,DahlstiernaG,15831.0,,https://sv.wikipedia.org/wiki/Gunno_Dahlstierna,Q246279,15831.0,,,DahlstiernaG,both
206,Q5615777,DahlströmCA,15832.0,,https://sv.wikipedia.org/wiki/Carl_Andreas_Dahlstr%C3%B6m,Q5615777,15832.0,,,DahlströmCA,both
207,Q5615947,DalNH,15837.0,,https://sv.wikipedia.org/wiki/Nils_Hufwedsson_Dal,Q5615947,15837.0,,Nils_Hufwedsson_Dal,DalNH,both
208,Q1373367,DalinOvon,17222.0,,https://sv.wikipedia.org/wiki/Olof_von_Dalin,Q1373367,17222.0,,Olof_von_Dalin,DalinOvon,both
209,Q5616104,DaliusS,17223.0,,https://sv.wikipedia.org/wiki/Sveno_Dalius,Q5616104,17223.0,,,DaliusS,both
210,Q3844486,DalströmK,17232.0,KataDalstrom,https://sv.wikipedia.org/wiki/Kata_Dalstr%C3%B6m,Q3844486,17232.0,KataDalstrom,,DalströmK,both
211,Q18747153,DammJ,17239.0,,https://sv.wikipedia.org/wiki/Janne_Damm,Q18747153,17239.0,,,DammJ,both
212,Q3354600,DanielssonAx,17265.0,,https://sv.wikipedia.org/wiki/Axel_Danielsson,Q3354600,17265.0,,,DanielssonAx,both
213,Q363968,DardelF,17276.0,,https://sv.wikipedia.org/wiki/Fritz_von_Dardel,Q363968,17276.0,,,DardelF,both
214,Q5617156,DarelliI,17282.0,,https://sv.wikipedia.org/wiki/Isak_af_Darelli,Q5617156,17282.0,,,DarelliI,both
215,Q52950,DeGeerL,17356.0,,https://sv.wikipedia.org/wiki/Louis_De_Geer_(1818%E2%80%931896),Q52950,17356.0,,,DeGeerL,both
216,Q920243,DeLaGardieMG,17381.0,,https://sv.wikipedia.org/wiki/Magnus_Gabriel_De_la_Gardie,Q920243,17381.0,,,DeLaGardieMG,both
217,Q5619757,DeleenCE,17435.0,,https://sv.wikipedia.org/wiki/Carl_Erik_Del%C3%A9en,Q5619757,17435.0,,,DeleenCE,both
218,Q9191,DescartesR,16475.0,,https://sv.wikipedia.org/wiki/Ren%C3%A9_Descartes,Q9191,16475.0,,,DescartesR,both
219,Q268259,DietrichsonL,17536.0,,https://sv.wikipedia.org/wiki/Lorentz_Dietrichson,Q268259,17536.0,,,DietrichsonL,both
220,Q5621928,DijkmanP,17540.0,,https://sv.wikipedia.org/wiki/Peter_Dijkman,Q5621928,17540.0,,,DijkmanP,both
221,Q5388557,DjurströmEW,17570.0,,https://sv.wikipedia.org/wiki/Erik_Wilhelm_Djurstr%C3%B6m,Q5388557,17570.0,,Erik_Wilhelm_Djurström,DjurströmEW,both
222,Q4945390,DunckelD,17697.0,MariaDorotheaDunckel,https://sv.wikipedia.org/wiki/Dorothea_Dunckel,Q4945390,17697.0,MariaDorotheaDunckel,Dorothea_Dunckel,DunckelD,both
223,Q5625926,DuseSA,17723.0,,https://sv.wikipedia.org/wiki/Samuel_A._Duse,Q5625926,17723.0,,,DuseSA,both
224,Q1384083,DybeckR,17736.0,,https://sv.wikipedia.org/wiki/Richard_Dybeck,Q1384083,17736.0,,,DybeckR,both
225,Q5626139,DübenA,17739.0,,https://sv.wikipedia.org/wiki/Anders_von_D%C3%BCben_den_yngre,Q5626139,17739.0,,,DübenA,both
226,Q5626700,EbersteinCC,16562.0,,https://sv.wikipedia.org/wiki/Carl_Christian_Eberstein,Q5626700,16562.0,,,EbersteinCC,both
227,Q5626899,EckleffCF,16582.0,,https://sv.wikipedia.org/wiki/Carl_Friedrich_Eckleff,Q5626899,16582.0,,,EckleffCF,both
228,Q330454,EdelcrantzAN,16590.0,,https://sv.wikipedia.org/wiki/Abraham_Niclas_Edelcrantz,Q330454,16590.0,,Abraham_Niclas_Clewberg_Edelcrantz,EdelcrantzAN,both
229,Q4820730,EdgrenHj,16612.0,,https://sv.wikipedia.org/wiki/Hjalmar_Edgren,Q4820730,16612.0,,Hjalmar_Edgren,EdgrenHj,both
230,Q26239743,EenbergJ,16636.0,,https://sv.wikipedia.org/wiki/Johan_Eenberg,Q26239743,16636.0,,,EenbergJ,both
231,Q4945888,EhrenborgPosseB,7371.0,BettyEhrenborgPosse,https://sv.wikipedia.org/wiki/Betty_Ehrenborg,Q4945888,7371.0,BettyEhrenborgPosse,,EhrenborgPosseB,both
232,Q26239752,EhrenmalmA,16687.0,,https://sv.wikipedia.org/wiki/Arvid_Ehrenmalm,Q26239752,16687.0,,,EhrenmalmA,both
233,Q902649,EhrenstrahlDK,16718.0,,https://sv.wikipedia.org/wiki/David_Kl%C3%B6cker_Ehrenstrahl,Q902649,16718.0,,,EhrenstrahlDK,both
234,Q923881,EhrenströmM,16725.0,,https://sv.wikipedia.org/wiki/Marianne_Ehrenstr%C3%B6m,Q923881,16725.0,,,EhrenströmM,both
235,Q1036858,EhrensvärdCA,16733.0,,https://sv.wikipedia.org/wiki/Carl_August_Ehrensv%C3%A4rd_(1745%E2%80%931800),Q1036858,16733.0,,,EhrensvärdCA,both
236,Q5628614,EichhornC,16759.0,,https://sv.wikipedia.org/wiki/Christoffer_Eichhorn,Q5628614,16759.0,,Christopher_Eichhorn,EichhornC,both
237,Q4988385,EkK,16778.0,KarinEk,https://sv.wikipedia.org/wiki/Karin_Ek,Q4988385,16778.0,KarinEk,,EkK,both
238,Q5629513,EkbohrnCM,16790.0,,https://sv.wikipedia.org/wiki/Carl_Magnus_Ekbohrn,Q5629513,16790.0,,,EkbohrnCM,both
239,Q5629584,EkebladJ,16807.0,,https://sv.wikipedia.org/wiki/Johan_Ekeblad,Q5629584,16807.0,,,EkebladJ,both
240,Q24018513,EkebladKJ,16808.0,,https://sv.wikipedia.org/wiki/Karl_Johan_Gustafsson_Ekeblad,Q24018513,16808.0,,,EkebladKJ,both
241,Q5629684,EkelundJ,16819.0,,https://sv.wikipedia.org/wiki/Jacob_Ekelund,Q5629684,16819.0,,Jacob_Ekelund,EkelundJ,both
242,Q5629761,EkendahlDG,16824.0,,https://sv.wikipedia.org/wiki/Daniel_Georg_Ekendahl,Q5629761,16824.0,,,EkendahlDG,both
243,Q5707022,EkholmE,16845.0,,https://sv.wikipedia.org/wiki/Erik_Ekholm,Q5707022,16845.0,,,EkholmE,both
244,Q5707274,EkmarckCE,15892.0,,https://sv.wikipedia.org/wiki/Carl_Erik_Ekmarck,Q5707274,15892.0,,,EkmarckCE,both
245,Q5707282,EkmarckJU,15893.0,,https://sv.wikipedia.org/wiki/Jon_Ulrik_Ekmarck,Q5707282,15893.0,,,EkmarckJU,both
246,Q5707290,EkmarckLA,15894.0,,https://sv.wikipedia.org/wiki/Lars_August_Ekmarck,Q5707290,15894.0,,,EkmarckLA,both
247,Q5854069,EkströmCU,15914.0,,https://sv.wikipedia.org/wiki/Carl_Ulric_Ekstr%C3%B6m,Q5854069,15914.0,,,EkströmCU,both
248,Q5707634,EkströmP,15928.0,,https://sv.wikipedia.org/wiki/Per_Ekstr%C3%B6m,Q5707634,15928.0,,,EkströmP,both
249,Q5708556,ElgströmP,15993.0,,https://sv.wikipedia.org/wiki/Pehr_Elgstr%C3%B6m,Q5708556,15993.0,,,ElgströmP,both
250,Q476144,ElkanS,16006.0,SophieElkan,https://sv.wikipedia.org/wiki/Sophie_Elkan,Q476144,16006.0,SophieElkan,,ElkanS,both
251,Q5709921,ElmbladM,16021.0,,https://sv.wikipedia.org/wiki/Magnus_Elmblad,Q5709921,16021.0,,,ElmbladM,both
252,Q4946539,ElmbladS,16023.0,SigridElmblad,https://sv.wikipedia.org/wiki/Sigrid_Elmblad,Q4946539,16023.0,SigridElmblad,Sigrid_Elmblad,ElmbladS,both
253,Q5710407,ElviusPdy,16047.0,,https://sv.wikipedia.org/wiki/Pehr_Elvius,Q5710407,16047.0,,,ElviusPdy,both
254,Q6000000,EmporagriusEG,16056.0,,https://sv.wikipedia.org/wiki/Erik_Gabrielsson_Emporagrius,Q6000000,16056.0,,,EmporagriusEG,both
255,Q5711133,EnbomPU,16077.0,,https://sv.wikipedia.org/wiki/Per_Ulric_Enbom,Q5711133,16077.0,,,EnbomPU,both
256,Q5711545,EnerothO,16103.0,,https://sv.wikipedia.org/wiki/Olof_Eneroth,Q5711545,16103.0,,,EnerothO,both
257,Q1432333,EneströmG,16112.0,,https://sv.wikipedia.org/wiki/Gustaf_Enestr%C3%B6m,Q1432333,16112.0,,,EneströmG,both
258,Q5711770,EngdahlA,16116.0,,https://sv.wikipedia.org/wiki/Axel_Engdahl,Q5711770,16116.0,,,EngdahlA,both
259,Q5712222,EngeströmJ,16150.0,,https://sv.wikipedia.org/wiki/Johan_Engestr%C3%B6m,Q5712222,16150.0,,,EngeströmJ,both
260,Q2642427,EngströmA,16170.0,,https://sv.wikipedia.org/wiki/Albert_Engstr%C3%B6m,Q2642427,16170.0,,,EngströmA,both
261,Q5713323,EngzellG,16190.0,,https://sv.wikipedia.org/wiki/Gustaf_Engzell,Q5713323,16190.0,,,EngzellG,both
262,Q5713488,EnnesBA,16201.0,,https://sv.wikipedia.org/wiki/Barthold_Anders_Ennes,Q5713488,16201.0,,,EnnesBA,both
263,Q5713806,EnvallssonCM,15314.0,,https://sv.wikipedia.org/wiki/Carl_Envallsson,Q5713806,15314.0,,Carl_Magnus_Envallsson,EnvallssonCM,both
264,Q5715472,EricusNicolai,15387.0,,https://sv.wikipedia.org/wiki/Ericus_Nicolai,Q5715472,15387.0,,,EricusNicolai,both
265,Q24019270,ErikssonA,15434.0,,https://sv.wikipedia.org/wiki/Albert_Eriksson_(f%C3%B6rfattare),Q24019270,15434.0,,Albert_Eriksson,ErikssonA,both
266,Q5716440,ErikssonGustaf,15430.0,,https://sv.wikipedia.org/wiki/Gustaf_Eriksson_(journalist),Q5716440,15430.0,,Gustaf_Eriksson,ErikssonGustaf,both
267,Q23989369,ErixonK,15440.0,,https://sv.wikipedia.org/wiki/Karl_Erixon,Q23989369,15440.0,,,ErixonK,both
268,Q10511031,EssenG,15500.0,,https://sv.wikipedia.org/wiki/Gustaf_Adolf_Fredrik_Wilhelm_von_Essen,Q10511031,15500.0,,,EssenG,both
269,Q3429442,EversE,15569.0,,https://sv.wikipedia.org/wiki/Edvard_Evers,Q3429442,15569.0,,,EversE,both
270,Q5722355,FabriciusJ,15590.0,,https://sv.wikipedia.org/wiki/Jacob_Fabricius,Q5722355,15590.0,,,FabriciusJ,both
271,Q2064881,FahlcrantzCE,14968.0,,https://sv.wikipedia.org/wiki/Christian_Eric_Fahlcrantz,Q2064881,14968.0,,,FahlcrantzCE,both
272,Q4947447,FahlstedtA,14985.0,AmaliaFahlstedt,https://sv.wikipedia.org/wiki/Amalia_Fahlstedt,Q4947447,14985.0,AmaliaFahlstedt,,FahlstedtA,both
273,Q5723284,FahlstedtE,14989.0,,https://sv.wikipedia.org/wiki/Eug%C3%A8ne_Fahlstedt,Q5723284,14989.0,,,FahlstedtE,both
274,Q5723722,FalckA,15014.0,,https://sv.wikipedia.org/wiki/August_Falck,Q5723722,15014.0,,,FalckA,both
275,Q5724432,FalkenbergG,15071.0,,https://sv.wikipedia.org/wiki/Gabriel_Falkenberg_af_Sandemar,Q5724432,15071.0,,,FalkenbergG,both
276,Q5724843,FallströmD,15126.0,,https://sv.wikipedia.org/wiki/Daniel_Fallstr%C3%B6m,Q5724843,15126.0,,,FallströmD,both
277,Q5725105,FantEM,15137.0,,https://sv.wikipedia.org/wiki/Eric_Michael_Fant,Q5725105,15137.0,,,FantEM,both
278,Q5725163,FantJM,15140.0,,https://sv.wikipedia.org/wiki/Johan_Michael_Fant,Q5725163,15140.0,,,FantJM,both
279,Q5726775,FechtPM,15180.0,,https://sv.wikipedia.org/wiki/Petrus_Michaelis_Fecht,Q5726775,15180.0,,,FechtPM,both
280,Q5727063,FehrF,15196.0,,https://sv.wikipedia.org/wiki/Fredrik_Fehr,Q5727063,15196.0,,,FehrF,both
281,Q5727276,FeilitzenU,15226.0,,https://sv.wikipedia.org/wiki/Urban_von_Feilitzen,Q5727276,15226.0,,,FeilitzenU,both
282,Q1453246,FersenAvon,15288.0,,https://sv.wikipedia.org/wiki/Axel_von_Fersen_den_%C3%A4ldre,Q1453246,15288.0,,,FersenAvon,both
283,Q5729433,FeukL,15310.0,,https://sv.wikipedia.org/wiki/Lars_Feuk,Q5729433,15310.0,,,FeukL,both
284,Q5731789,FischerströmJ,14155.0,,https://sv.wikipedia.org/wiki/Johan_Fischerstr%C3%B6m,Q5731789,14155.0,,,FischerströmJ,both
285,Q4948162,FitinghoffL,14167.0,LauraFitinghoff,https://sv.wikipedia.org/wiki/Laura_Fitinghoff,Q4948162,14167.0,LauraFitinghoff,,FitinghoffL,both
286,Q1523366,FjellströmP,14174.0,,https://sv.wikipedia.org/wiki/Pehr_Fjellstr%C3%B6m,Q1523366,14174.0,,,FjellströmP,both
287,Q5732402,FjelnerA,14177.0,,https://sv.wikipedia.org/wiki/Alfred_Fjelner,Q5732402,14177.0,,,FjelnerA,both
288,Q5733074,FlemingCA,14203.0,,https://sv.wikipedia.org/wiki/Claes_Adolph_Fleming,Q5733074,14203.0,,,FlemingCA,both
289,Q5733641,FlintenbergJD,14240.0,,https://sv.wikipedia.org/wiki/Johan_David_Flintenberg,Q5733641,14240.0,,,FlintenbergJD,both
290,Q16649231,FlodinS,14253.0,,https://sv.wikipedia.org/wiki/Sigfrid_Flodin,Q16649231,14253.0,,,FlodinS,both
291,Q450832,FlygareCarlénE,16394.0,EmilieFlygareCarlen,https://sv.wikipedia.org/wiki/Emilie_Flygare-Carl%C3%A9n,Q450832,16394.0,EmilieFlygareCarlen,,FlygareCarlénE,both
292,Q5734962,FogelqvistT,14291.0,,https://sv.wikipedia.org/wiki/Torsten_Fogelqvist,Q5734962,14291.0,,,FogelqvistT,both
293,Q5736527,ForsbergAnders,14335.0,,https://sv.wikipedia.org/wiki/Anders_Forsberg_(tecknare),Q5736527,14335.0,,,ForsbergAnders,both
294,Q349822,ForsiusSA,14361.0,,https://sv.wikipedia.org/wiki/Sigfridus_Aronus_Forsius,Q349822,14361.0,,Sigfridus_Aronus_Forsius,ForsiusSA,both
295,Q5737558,ForssellDC,14371.0,,https://sv.wikipedia.org/wiki/Christian_Forssell,Q5737558,14371.0,,,ForssellDC,both
296,Q2291097,ForssellH,14374.0,,https://sv.wikipedia.org/wiki/Hans_Forssell,Q2291097,14374.0,,,ForssellH,both
297,Q27684,ForsskålP,14380.0,,https://sv.wikipedia.org/wiki/Peter_Forssk%C3%A5l,Q27684,14380.0,,,ForsskålP,both
298,Q5737778,ForsslundKE,14382.0,,https://sv.wikipedia.org/wiki/Karl-Erik_Forsslund,Q5737778,14382.0,,,ForsslundKE,both
299,Q333297,FranzénFM,14425.0,,https://sv.wikipedia.org/wiki/Frans_Michael_Franz%C3%A9n,Q333297,14425.0,,,FranzénFM,both
300,Q4354443,FredenheimCF,14432.0,,https://sv.wikipedia.org/wiki/Carl_Fredrik_Fredenheim,Q4354443,14432.0,,,FredenheimCF,both
301,Q1291339,FredinE,14441.0,,https://sv.wikipedia.org/wiki/Edvard_Fredin,Q1291339,14441.0,,Edvard_Fredin,FredinE,both
302,Q5742660,FremlingM,14451.0,,https://sv.wikipedia.org/wiki/Matthaeus_Fremling,Q5742660,14451.0,,,FremlingM,both
303,Q5742906,FreseJ,14456.0,,https://sv.wikipedia.org/wiki/Jacob_Frese,Q5742906,14456.0,,,FreseJ,both
304,Q15405,FriesE,14482.0,,https://sv.wikipedia.org/wiki/Elias_Fries,Q15405,14482.0,,,FriesE,both
305,Q15410,FriesTM,14488.0,,https://sv.wikipedia.org/wiki/Thore_M._Fries,Q15410,14488.0,,,FriesTM,both
306,Q5744398,FriesenO,14491.0,,https://sv.wikipedia.org/wiki/Otto_von_Friesen_(filolog),Q5744398,14491.0,,,FriesenO,both
307,Q1959091,FryxellA,14527.0,,https://sv.wikipedia.org/wiki/Anders_Fryxell,Q1959091,14527.0,,,FryxellA,both
308,Q366801,FrödingG,14556.0,,https://sv.wikipedia.org/wiki/Gustaf_Fr%C3%B6ding,Q366801,14556.0,,Gustaf_Fröding,FrödingG,both
309,Q5749106,GadeliusB,14626.0,,https://sv.wikipedia.org/wiki/Bror_Gadelius,Q5749106,14626.0,,,GadeliusB,both
310,Q2027592,GadhH,14630.0,,https://sv.wikipedia.org/wiki/Hemming_Gadh,Q2027592,14630.0,,,GadhH,both
311,Q5749387,GagnerusS,14640.0,,https://sv.wikipedia.org/wiki/Samuel_Gagnerus,Q5749387,14640.0,,,GagnerusS,both
312,Q5754283,GeeteR,14692.0,,https://sv.wikipedia.org/wiki/Robert_Geete,Q5754283,14692.0,,,GeeteR,both
313,Q380937,GeijerEG,12976.0,,https://sv.wikipedia.org/wiki/Erik_Gustaf_Geijer,Q380937,12976.0,,Erik_Gustaf_Geijer,GeijerEG,both
314,Q343550,GeijerstamG,12988.0,,https://sv.wikipedia.org/wiki/Gustaf_af_Geijerstam,Q343550,12988.0,,,GeijerstamG,both
315,Q5755165,GellerstedtAT,13001.0,,https://sv.wikipedia.org/wiki/Albert_Theodor_Gellerstedt,Q5755165,13001.0,,,GellerstedtAT,both
316,Q26994719,GeorgiiA,13011.0,,https://sv.wikipedia.org/wiki/August_Georgii,Q26994719,13011.0,,,GeorgiiA,both
317,Q1731248,GerhardK,13025.0,,https://sv.wikipedia.org/wiki/Karl_Gerhard,Q1731248,13025.0,,,GerhardK,both
318,Q4949903,GernandtClaineJ,14862.0,JaneGernandtClaine,https://sv.wikipedia.org/wiki/Jane_Gernandt-Claine,Q4949903,14862.0,JaneGernandtClaine,,GernandtClaineJ,both
319,Q1266230,GezeliusJ,13047.0,,https://sv.wikipedia.org/wiki/Johannes_Gezelius_den_%C3%A4ldre,Q1266230,13047.0,,,GezeliusJ,both
320,Q5759363,GillbergJ,13066.0,,https://sv.wikipedia.org/wiki/Jacob_Gillberg,Q5759363,13066.0,,,GillbergJ,both
321,Q5760312,GirsAL,13074.0,,https://sv.wikipedia.org/wiki/Aegidius_Girs,Q5760312,13074.0,,,GirsAL,both
322,Q5760394,GisslerN,13080.0,,https://sv.wikipedia.org/wiki/Nils_Gissler,Q5760394,13080.0,,,GisslerN,both
323,Q2491666,GjörwellCC,13087.0,,https://sv.wikipedia.org/wiki/Carl_Christoffer_Gj%C3%B6rwell_den_%C3%A4ldre,Q2491666,13087.0,,,GjörwellCC,both
324,Q490686,GrafströmAA,13127.0,,https://sv.wikipedia.org/wiki/Anders_Abraham_Grafstr%C3%B6m,Q490686,13127.0,,,GrafströmAA,both
325,Q5767122,GrafströmF,13130.0,,https://sv.wikipedia.org/wiki/Frithiof_Grafstr%C3%B6m,Q5767122,13130.0,,,GrafströmF,both
326,Q5767987,GranbergPA,13141.0,,https://sv.wikipedia.org/wiki/Per_Adolf_Granberg,Q5767987,13141.0,,,GranbergPA,both
327,Q5768079,GrandelL,13142.0,,https://sv.wikipedia.org/wiki/Lars_Grandel,Q5768079,13142.0,,,GrandelL,both
328,Q5768254,GranerC,13145.0,,https://sv.wikipedia.org/wiki/Cyrus_Gran%C3%A9r,Q5768254,13145.0,,,GranerC,both
329,Q4950818,GravalliusW,13165.0,WilhelminaGravallius,https://sv.wikipedia.org/wiki/Wilhelmina_Gravallius,Q4950818,13165.0,WilhelminaGravallius,,GravalliusW,both
330,Q3640311,GregerssonB,18237.0,,https://sv.wikipedia.org/wiki/Birger_Gregersson,Q3640311,18237.0,,,GregerssonB,both
331,Q5772257,GripenhielmC,13217.0,,https://sv.wikipedia.org/wiki/Carl_Gripenhielm,Q5772257,13217.0,,,GripenhielmC,both
332,Q5773319,GrubbeS,13245.0,,https://sv.wikipedia.org/wiki/Samuel_Grubbe,Q5773319,13245.0,,,GrubbeS,both
333,Q291194,GullbergHj,13291.0,,https://sv.wikipedia.org/wiki/Hjalmar_Gullberg,Q291194,13291.0,,Hjalmar_Gullberg,GullbergHj,both
334,Q5776536,GumæliusGW,13296.0,,https://sv.wikipedia.org/wiki/Wilhelm_Gum%C3%A6lius,Q5776536,13296.0,,,GumæliusGW,both
335,Q5777092,GuntlackJ,13307.0,,https://sv.wikipedia.org/wiki/Jacob_Guntlack,Q5777092,13307.0,,,GuntlackJ,both
336,Q52930,GustafIII,13317.0,,https://sv.wikipedia.org/wiki/Gustav_III,Q52930,13317.0,,,GustafIII,both
337,Q5778040,GustafssonR,13314.0,,https://sv.wikipedia.org/wiki/Richard_Gustafsson,Q5778040,13314.0,,,GustafssonR,both
338,Q52929,GustavIVAdolf,13318.0,,https://sv.wikipedia.org/wiki/Gustav_IV_Adolf,Q52929,13318.0,,,GustavIVAdolf,both
339,Q4358870,GyldenstolpeNP,13343.0,,https://sv.wikipedia.org/wiki/Nils_Philip_Gyldenstolpe,Q4358870,13343.0,,,GyldenstolpeNP,both
340,Q647392,GyllenborgC,13351.0,,https://sv.wikipedia.org/wiki/Carl_Gyllenborg,Q647392,13351.0,,,GyllenborgC,both
341,Q5620980,GyllenborgGF,13354.0,,https://sv.wikipedia.org/wiki/Gustaf_Fredrik_Gyllenborg,Q5620980,13354.0,,,GyllenborgGF,both
342,Q5779289,GyllengranatCA,13361.0,,https://sv.wikipedia.org/wiki/Carl_August_Gyllengranat,Q5779289,13361.0,,,GyllengranatCA,both
343,Q2625691,GyllenhielmCC,13376.0,,https://sv.wikipedia.org/wiki/Carl_Carlsson_Gyllenhielm,Q2625691,13376.0,,,GyllenhielmCC,both
344,Q5715537,GyllenstiernaEEaldre,13397.0,,https://sv.wikipedia.org/wiki/Erik_Eriksson_(Gyllenstierna)_den_%C3%A4ldre,Q5715537,13397.0,,,GyllenstiernaEEaldre,both
345,Q5780149,GödeckePA,13441.0,,https://sv.wikipedia.org/wiki/Peter_August_G%C3%B6decke,Q5780149,13441.0,,,GödeckePA,both
346,Q5780384,GöranssonJ,13450.0,,https://sv.wikipedia.org/wiki/Johan_G%C3%B6ransson,Q5780384,13450.0,,,GöranssonJ,both
347,Q5780694,GötheG,13460.0,,https://sv.wikipedia.org/wiki/Georg_G%C3%B6the,Q5780694,13460.0,,,GötheG,both
348,Q5780769,GötlindJ,13466.0,,https://sv.wikipedia.org/wiki/Johan_G%C3%B6tlind,Q5780769,13466.0,,,GötlindJ,both
349,Q5781565,HadorphJ,13473.0,,https://sv.wikipedia.org/wiki/Johan_Hadorph,Q5781565,13473.0,,,HadorphJ,both
350,Q346056,HagbergCA,13486.0,,https://sv.wikipedia.org/wiki/Carl_August_Hagberg,Q346056,13486.0,,Carl_August_Hagberg,HagbergCA,both
351,Q5782004,HagbergT,13491.0,,https://sv.wikipedia.org/wiki/Theodor_Hagberg,Q5782004,13491.0,,,HagbergT,both
352,Q5782596,HaglundR,13512.0,,https://sv.wikipedia.org/wiki/Robert_Haglund,Q5782596,13512.0,,,HaglundR,both
353,Q5782847,HagströmerJ,13521.0,,https://sv.wikipedia.org/wiki/Johan_Hagstr%C3%B6mer,Q5782847,13521.0,,,HagströmerJ,both
354,Q5785026,HallmanCI,12436.0,,https://sv.wikipedia.org/wiki/Carl_Israel_Hallman,Q5785026,12436.0,,,HallmanCI,both
355,Q5785048,HallmanJG,12440.0,,https://sv.wikipedia.org/wiki/Johan_G%C3%B6staf_G%C3%B6stafsson_Hallman,Q5785048,12440.0,,,HallmanJG,both
356,Q597713,HallströmP,12454.0,,https://sv.wikipedia.org/wiki/Per_Hallstr%C3%B6m,Q597713,12454.0,,Per_Hallström,HallströmP,both
